Rk,Name,Team,Result,Date,Vs.,Pitch (MPH),EV (MPH),LA (deg),Dist (ft),gamePk,playId,Video_url,x/30 ballparks
23,"Castellanos, Nick",PHI,Home Run,7/4/2025,CIN,81.4,104.2,40,384,777255,46c0b806-7f20-311f-b6ab-4afc5ee611ea,https://baseballsavant.mlb.com/sporty-videos?playId=46c0b806-7f20-311f-b6ab-4afc5ee611ea,27
24,"Canha, Mark",KC,Home Run,7/4/2025,AZ,90.4,104.2,30,408,777248,77c89ca0-c0e2-3fde-b813-d7fce9636abc,https://baseballsavant.mlb.com/sporty-videos?playId=77c89ca0-c0e2-3fde-b813-d7fce9636abc,30
25,"Norby, Connor",MIA,Home Run,7/4/2025,MIL,92.9,104.1,31,409,777254,d70fd19d-71ee-32ce-842a-b79d19c39819,https://baseballsavant.mlb.com/sporty-videos?playId=d70fd19d-71ee-32ce-842a-b79d19c39819,29
26,"Pasquantino, Vinnie",KC,Home Run,7/4/2025,AZ,90.9,103.9,29,401,777248,a6f3529a-88e7-31e2-8cfa-43842f36ceca,https://baseballsavant.mlb.com/sporty-videos?playId=a6f3529a-88e7-31e2-8cfa-43842f36ceca,29
27,"Busch, Michael",CHC,Home Run,7/4/2025,STL,80,103.6,29,369,777246,ddcb01ab-1f1a-3f99-94df-fc0d490720eb,https://baseballsavant.mlb.com/sporty-videos?playId=ddcb01ab-1f1a-3f99-94df-fc0d490720eb,1
28,"Story, Trevor",BOS,Home Run,7/4/2025,WSH,88.4,103.4,38,363,777245,0f71d021-d0c1-39b7-83c6-8dcfcc311795,https://baseballsavant.mlb.com/sporty-videos?playId=0f71d021-d0c1-39b7-83c6-8dcfcc311795,29
29,"Kelly, Carson",CHC,Home Run,7/4/2025,STL,85.5,103.1,25,397,777246,ee563dc4-74a9-3a82-95dd-9318f322972b,https://baseballsavant.mlb.com/sporty-videos?playId=ee563dc4-74a9-3a82-95dd-9318f322972b,30
30,"DomÃƒÆ’Ã†â€™Ãƒâ€šÃ‚Â­nguez, Jasson",NYY,Home Run,7/4/2025,NYM,94.7,102.4,23,380,777250,2f178ada-1e9f-38e0-a342-202c39172843,https://baseballsavant.mlb.com/sporty-videos?playId=2f178ada-1e9f-38e0-a342-202c39172843,5
31,"Smith, Will",LAD,Home Run,7/4/2025,HOU,89.5,102.3,27,395,777235,03c734ba-a597-3886-8c38-59bc1b627b20,https://baseballsavant.mlb.com/sporty-videos?playId=03c734ba-a597-3886-8c38-59bc1b627b20,16
32,"Westburg, Jordan",BAL,Home Run,7/4/2025,ATL,96,101.7,28,368,777252,d26ae5cc-64b9-3ab1-9631-7e68824f2f3e,https://baseballsavant.mlb.com/sporty-videos?playId=d26ae5cc-64b9-3ab1-9631-7e68824f2f3e,25
33,"Altuve, Jose",HOU,Home Run,7/4/2025,LAD,95.1,101.5,31,387,777235,61cabfab-f4cd-333c-8fba-0b6c0d63a814,https://baseballsavant.mlb.com/sporty-videos?playId=61cabfab-f4cd-333c-8fba-0b6c0d63a814,19
34,"RamÃƒÆ’Ã†â€™Ãƒâ€šÃ‚Â­rez, JosÃƒÆ’Ã†â€™Ãƒâ€šÃ‚Â©",CLE,Home Run,7/4/2025,DET,94.8,101.5,37,372,777249,e665b949-d088-3dc3-8abe-8d425caaf3df,https://baseballsavant.mlb.com/sporty-videos?playId=e665b949-d088-3dc3-8abe-8d425caaf3df,25
35,"Caratini, Victor",HOU,Home Run,7/4/2025,LAD,80.7,101.3,31,392,777235,131a2cb3-a535-38e1-9ba0-82aead853cec,https://baseballsavant.mlb.com/sporty-videos?playId=131a2cb3-a535-38e1-9ba0-82aead853cec,18
36,"Bellinger, Cody",NYY,Home Run,7/4/2025,NYM,87.1,101.2,31,405,777250,1797cd43-a3b6-382c-ab1f-8bc1083e7fff,https://baseballsavant.mlb.com/sporty-videos?playId=1797cd43-a3b6-382c-ab1f-8bc1083e7fff,30
37,"Wisely, Brett",SF,Home Run,7/4/2025,ATH,95.1,101,33,415,777244,ca117733-7e01-3ec1-88de-f384355f64bf,https://baseballsavant.mlb.com/sporty-videos?playId=ca117733-7e01-3ec1-88de-f384355f64bf,23
38,"Altuve, Jose",HOU,Home Run,7/4/2025,LAD,80.2,100.9,32,394,777235,0d211e4f-5dc3-3a47-889b-bc168321f2a5,https://baseballsavant.mlb.com/sporty-videos?playId=0d211e4f-5dc3-3a47-889b-bc168321f2a5,22
39,"Lopez, Otto",MIA,Home Run,7/4/2025,MIL,86.3,100.4,27,391,777254,b98aa69a-d920-3058-9f83-aa3c2c580ef5,https://baseballsavant.mlb.com/sporty-videos?playId=b98aa69a-d920-3058-9f83-aa3c2c580ef5,26
40,"Arozarena, Randy",SEA,Home Run,7/4/2025,PIT,78.9,100.3,29,344,777236,3d0de796-21a9-3fde-95d1-b3f3a1ca6e8b,https://baseballsavant.mlb.com/sporty-videos?playId=3d0de796-21a9-3fde-95d1-b3f3a1ca6e8b,23
41,"Quero, Edgar",CWS,Home Run,7/4/2025,COL,78.8,99.9,37,401,777243,54de432e-2888-3c1a-9d7c-6aad5f4251f8,https://baseballsavant.mlb.com/sporty-videos?playId=54de432e-2888-3c1a-9d7c-6aad5f4251f8,30
42,"Mullins, Cedric",BAL,Home Run,7/4/2025,ATL,80.1,99.8,34,391,777252,f1a49739-dcc6-3dd6-83fd-ec8ebd2488bd,https://baseballsavant.mlb.com/sporty-videos?playId=f1a49739-dcc6-3dd6-83fd-ec8ebd2488bd,30
43,"McKinstry, Zach",DET,Home Run,7/4/2025,CLE,72.4,99.6,30,375,777249,9ab197c8-6721-308c-a37e-dbffb6a2432b,https://baseballsavant.mlb.com/sporty-videos?playId=9ab197c8-6721-308c-a37e-dbffb6a2432b,21
44,"Baty, Brett",NYM,Home Run,7/4/2025,NYY,87.6,99.4,27,370,777250,9841dce2-6fbf-3448-8704-79c263258465,https://baseballsavant.mlb.com/sporty-videos?playId=9841dce2-6fbf-3448-8704-79c263258465,27
45,"Paredes, Isaac",HOU,Home Run,7/4/2025,LAD,96.2,99,29,341,777235,c62755d3-e7f3-30d0-bc08-e14d81c83e60,https://baseballsavant.mlb.com/sporty-videos?playId=c62755d3-e7f3-30d0-bc08-e14d81c83e60,8
46,"Donovan, Brendan",STL,Home Run,7/4/2025,CHC,93.9,98.8,26,365,777246,8d0ed930-fcb0-3783-be55-c406c21ce7ac,https://baseballsavant.mlb.com/sporty-videos?playId=8d0ed930-fcb0-3783-be55-c406c21ce7ac,1
47,"DomÃƒÆ’Ã†â€™Ãƒâ€šÃ‚Â­nguez, Jasson",NYY,Home Run,7/4/2025,NYM,94.3,97.6,33,356,777250,145c1795-8e97-35f7-b5b5-37ef76af883a,https://baseballsavant.mlb.com/sporty-videos?playId=145c1795-8e97-35f7-b5b5-37ef76af883a,21
48,"SuÃƒÆ’Ã†â€™Ãƒâ€šÃ‚Â¡rez, Eugenio",AZ,Home Run,7/4/2025,KC,83.1,96.8,35,376,777248,21de23cb-ec2c-350f-95ea-8ea05654baee,https://baseballsavant.mlb.com/sporty-videos?playId=21de23cb-ec2c-350f-95ea-8ea05654baee,29
1,"Stowers, Kyle",MIA,Home Run,7/5/2025,MIL,86.3,112.4,28,406,777238,d061895c-96e9-3da0-891f-de2bf1833101,https://baseballsavant.mlb.com/sporty-videos?playId=d061895c-96e9-3da0-891f-de2bf1833101,30
2,"Springer, George",TOR,Home Run,7/5/2025,LAA,97,109.7,33,413,777231,4cf523bf-b655-3c91-88bd-0ab436f14cb4,https://baseballsavant.mlb.com/sporty-videos?playId=4cf523bf-b655-3c91-88bd-0ab436f14cb4,23
3,"Doyle, Brenton",COL,Home Run,7/5/2025,CWS,90.6,109.3,27,431,777232,93da8130-4b92-3398-8607-fbc2a8640c61,https://baseballsavant.mlb.com/sporty-videos?playId=93da8130-4b92-3398-8607-fbc2a8640c61,30
4,"Taylor, Michael A.",CWS,Home Run,7/5/2025,COL,92.1,108.7,25,464,777232,2a34ca08-114e-3e16-9d7c-60f6971b5a28,https://baseballsavant.mlb.com/sporty-videos?playId=2a34ca08-114e-3e16-9d7c-60f6971b5a28,30
5,"Westburg, Jordan",BAL,Home Run,7/5/2025,ATL,91.7,108.7,28,461,777237,14dab6fc-8447-39eb-9216-31a22c6c50d0,https://baseballsavant.mlb.com/sporty-videos?playId=14dab6fc-8447-39eb-9216-31a22c6c50d0,30
6,"Olson, Matt",ATL,Home Run,7/5/2025,BAL,77.8,108.3,27,384,777237,72294972-a2df-3cf3-ac14-09c3ae6446af,https://baseballsavant.mlb.com/sporty-videos?playId=72294972-a2df-3cf3-ac14-09c3ae6446af,30
7,"Riley, Austin",ATL,Home Run,7/5/2025,BAL,85.3,107.8,33,429,777237,00af1bf4-b89c-354d-92ef-1850b9081015,https://baseballsavant.mlb.com/sporty-videos?playId=00af1bf4-b89c-354d-92ef-1850b9081015,30
8,"Diaz, Yainer",HOU,Home Run,7/5/2025,LAD,93.5,107.7,22,405,777221,e3d73cdd-4d0f-39c8-8e6b-ca0b60d9aa92,https://baseballsavant.mlb.com/sporty-videos?playId=e3d73cdd-4d0f-39c8-8e6b-ca0b60d9aa92,19
9,"Alonso, Pete",NYM,Home Run,7/5/2025,NYY,95,107.5,29,392,777241,e2bf2270-34e4-39c7-9215-d43b707355d2,https://baseballsavant.mlb.com/sporty-videos?playId=e2bf2270-34e4-39c7-9215-d43b707355d2,30
10,"O'Neill, Tyler",BAL,Home Run,7/5/2025,ATL,82.6,107,33,445,777237,f01bacaa-e1d9-3fcd-9c7c-722445036b97,https://baseballsavant.mlb.com/sporty-videos?playId=f01bacaa-e1d9-3fcd-9c7c-722445036b97,30
11,"Smith, Josh",TEX,Home Run,7/5/2025,SD,93.2,106.6,30,409,777223,19148f54-280d-3e62-80d6-ab85ef0814d3,https://baseballsavant.mlb.com/sporty-videos?playId=19148f54-280d-3e62-80d6-ab85ef0814d3,30
12,"Gorman, Nolan",STL,Home Run,7/5/2025,CHC,81.5,106.5,29,420,777229,a0a3f064-789f-32ac-aa87-7381672d9179,https://baseballsavant.mlb.com/sporty-videos?playId=a0a3f064-789f-32ac-aa87-7381672d9179,29
13,"Alonso, Pete",NYM,Home Run,7/5/2025,NYY,94.8,106.4,27,382,777241,60be6cfb-0a9c-3628-8269-59809fb60f3c,https://baseballsavant.mlb.com/sporty-videos?playId=60be6cfb-0a9c-3628-8269-59809fb60f3c,30
14,"Pozo, Yohel",STL,Home Run,7/5/2025,CHC,88,105.9,34,419,777229,ab09064d-a7bb-3f58-a9f1-35eded6c9025,https://baseballsavant.mlb.com/sporty-videos?playId=ab09064d-a7bb-3f58-a9f1-35eded6c9025,30
15,"Kelly, Carson",CHC,Home Run,7/5/2025,STL,78.3,105.5,28,395,777229,142bbd5d-49cc-3093-a036-fe6191e10ba4,https://baseballsavant.mlb.com/sporty-videos?playId=142bbd5d-49cc-3093-a036-fe6191e10ba4,30
16,"Grichuk, Randal",AZ,Home Run,7/5/2025,KC,93.2,105.3,31,395,777234,8b1fd4ce-c2fb-3282-8ead-a010fd811aec,https://baseballsavant.mlb.com/sporty-videos?playId=8b1fd4ce-c2fb-3282-8ead-a010fd811aec,24
17,"Rafaela, Ceddanne",BOS,Home Run,7/5/2025,WSH,91.5,105.1,36,385,777228,212d9b2e-98fb-3a32-9dfc-8d0878e0e8dd,https://baseballsavant.mlb.com/sporty-videos?playId=212d9b2e-98fb-3a32-9dfc-8d0878e0e8dd,30
18,"Cronenworth, Jake",SD,Home Run,7/5/2025,TEX,91.5,104.7,27,383,777223,6abb61b0-3264-3b50-a17c-7d34e56ede3c,https://baseballsavant.mlb.com/sporty-videos?playId=6abb61b0-3264-3b50-a17c-7d34e56ede3c,27
19,"Busch, Michael",CHC,Home Run,7/5/2025,STL,94.1,104.6,25,402,777229,039067e3-ab1e-310b-b2cc-448f370edb89,https://baseballsavant.mlb.com/sporty-videos?playId=039067e3-ab1e-310b-b2cc-448f370edb89,12
20,"Volpe, Anthony",NYY,Home Run,7/5/2025,NYM,82,104.6,29,408,777241,92ebefa6-cfe3-3b70-a173-8e10dd266041,https://baseballsavant.mlb.com/sporty-videos?playId=92ebefa6-cfe3-3b70-a173-8e10dd266041,30
21,"Rojas, Miguel",LAD,Home Run,7/5/2025,HOU,80,104.3,21,393,777221,53d7165d-9443-3e71-b782-4d60e790dc49,https://baseballsavant.mlb.com/sporty-videos?playId=53d7165d-9443-3e71-b782-4d60e790dc49,5
22,"Schwarber, Kyle",PHI,Home Run,7/5/2025,CIN,89.9,104.1,32,386,777233,504a0694-f37a-3913-a5d4-37d242671170,https://baseballsavant.mlb.com/sporty-videos?playId=504a0694-f37a-3913-a5d4-37d242671170,25
23,"Ramos, Heliot",SF,Home Run,7/5/2025,ATH,80.5,104,27,416,777227,800b29e2-4970-3d75-88c6-7de08687d9d5,https://baseballsavant.mlb.com/sporty-videos?playId=800b29e2-4970-3d75-88c6-7de08687d9d5,22
24,"Bohm, Alec",PHI,Home Run,7/5/2025,CIN,92.6,103.8,31,400,777233,2fd964c2-2d31-3bec-9a3b-9e31c8fd135f,https://baseballsavant.mlb.com/sporty-videos?playId=2fd964c2-2d31-3bec-9a3b-9e31c8fd135f,13
25,"Benson, Will",CIN,Home Run,7/5/2025,PHI,91.2,103.2,29,403,777233,08f37b11-db3c-3d03-91e1-b013c5ec9e56,https://baseballsavant.mlb.com/sporty-videos?playId=08f37b11-db3c-3d03-91e1-b013c5ec9e56,30
26,"Sosa, Lenyn",CWS,Home Run,7/5/2025,COL,94.7,103.2,35,413,777232,a33b4bcb-d35c-3d29-bcfc-6d2eac3efc47,https://baseballsavant.mlb.com/sporty-videos?playId=a33b4bcb-d35c-3d29-bcfc-6d2eac3efc47,30
27,"Wells, Austin",NYY,Home Run,7/5/2025,NYM,97.2,102.8,26,372,777241,d6f25517-7dfa-3210-a32b-83648db5c043,https://baseballsavant.mlb.com/sporty-videos?playId=d6f25517-7dfa-3210-a32b-83648db5c043,26
28,"Burleson, Alec",STL,Home Run,7/5/2025,CHC,97,102.6,29,426,777229,ee822dbc-6d56-31f1-98ca-c018b84db7a6,https://baseballsavant.mlb.com/sporty-videos?playId=ee822dbc-6d56-31f1-98ca-c018b84db7a6,29
29,"Betts, Mookie",LAD,Home Run,7/5/2025,HOU,80,102.4,27,401,777221,65b09fb0-f347-3348-b49f-0948be2b55cf,https://baseballsavant.mlb.com/sporty-videos?playId=65b09fb0-f347-3348-b49f-0948be2b55cf,22
30,"Chisholm Jr., Jazz",NYY,Home Run,7/5/2025,NYM,95.9,102.3,35,387,777241,5ba9ca96-0271-36fb-aee4-b17c6dd5b4c1,https://baseballsavant.mlb.com/sporty-videos?playId=5ba9ca96-0271-36fb-aee4-b17c6dd5b4c1,7
31,"Sosa, Edmundo",PHI,Home Run,7/5/2025,CIN,92.8,101.4,32,358,777233,547e0268-da48-30dc-8738-94c134fe6ec7,https://baseballsavant.mlb.com/sporty-videos?playId=547e0268-da48-30dc-8738-94c134fe6ec7,21
32,"Cowser, Colton",BAL,Home Run,7/5/2025,ATL,88.3,100.3,31,426,777237,f05c4e06-e958-36ef-ac6f-feafeca60a8d,https://baseballsavant.mlb.com/sporty-videos?playId=f05c4e06-e958-36ef-ac6f-feafeca60a8d,30
33,"Torkelson, Spencer",DET,Home Run,7/5/2025,CLE,91.1,99.6,32,386,777240,40c3bec8-046a-3b8b-92fe-850071449d23,https://baseballsavant.mlb.com/sporty-videos?playId=40c3bec8-046a-3b8b-92fe-850071449d23,23
34,"Clemens, Kody",MIN,Home Run,7/5/2025,TB,90.5,99.6,31,377,777230,8a15d2dc-0876-365a-89ae-a872c55d6a21,https://baseballsavant.mlb.com/sporty-videos?playId=8a15d2dc-0876-365a-89ae-a872c55d6a21,28
35,"Nimmo, Brandon",NYM,Home Run,7/5/2025,NYY,87,99.6,26,387,777241,372c1c57-6605-3348-a8e3-e251996b6bf3,https://baseballsavant.mlb.com/sporty-videos?playId=372c1c57-6605-3348-a8e3-e251996b6bf3,22
36,"Higashioka, Kyle",TEX,Home Run,7/5/2025,SD,83.7,97.3,31,370,777223,c9c89595-b1df-3dc7-b55a-0779f7a3b83b,https://baseballsavant.mlb.com/sporty-videos?playId=c9c89595-b1df-3dc7-b55a-0779f7a3b83b,19
1,"Arozarena, Randy",SEA,Home Run,7/6/2025,PIT,98,110.2,22,399,777205,1526c912-ef2e-3a42-a2e8-e6ee63b181d2,https://baseballsavant.mlb.com/sporty-videos?playId=1526c912-ef2e-3a42-a2e8-e6ee63b181d2,30
2,"Rafaela, Ceddanne",BOS,Home Run,7/6/2025,WSH,79.4,109.7,24,407,777213,ef0c047d-e346-3697-9d57-1b7c9c5cd460,https://baseballsavant.mlb.com/sporty-videos?playId=ef0c047d-e346-3697-9d57-1b7c9c5cd460,30
3,"Bichette, Bo",TOR,Home Run,7/6/2025,LAA,79.5,109,32,408,777214,79678551-05c1-3435-aaa5-0ae409b79ba5,https://baseballsavant.mlb.com/sporty-videos?playId=79678551-05c1-3435-aaa5-0ae409b79ba5,30
4,"Story, Trevor",BOS,Home Run,7/6/2025,WSH,81.7,108,30,429,777213,1a810a1e-2351-3571-a66d-5f3ff00dfad3,https://baseballsavant.mlb.com/sporty-videos?playId=1a810a1e-2351-3571-a66d-5f3ff00dfad3,30
5,"Witt Jr., Bobby",KC,Home Run,7/6/2025,AZ,89.1,107.7,31,425,777218,4a6a5888-19c7-3e04-bd5a-4d79e035ca82,https://baseballsavant.mlb.com/sporty-videos?playId=4a6a5888-19c7-3e04-bd5a-4d79e035ca82,30
6,"Perez, Salvador",KC,Home Run,7/6/2025,AZ,94.2,106.7,25,415,777218,2d1a4bc0-3af9-37f5-9762-0b4d762992b7,https://baseballsavant.mlb.com/sporty-videos?playId=2d1a4bc0-3af9-37f5-9762-0b4d762992b7,30
7,"Chourio, Jackson",MIL,Home Run,7/6/2025,MIA,88,106.6,21,370,777224,9b0a59e5-a6e6-3618-b793-f46f87f35dd5,https://baseballsavant.mlb.com/sporty-videos?playId=9b0a59e5-a6e6-3618-b793-f46f87f35dd5,25
8,"Suzuki, Seiya",CHC,Home Run,7/6/2025,STL,96.2,106.1,27,405,777219,f3cc0b42-f065-306c-bd61-281b9d001ce5,https://baseballsavant.mlb.com/sporty-videos?playId=f3cc0b42-f065-306c-bd61-281b9d001ce5,29
9,"Stott, Bryson",PHI,Home Run,7/6/2025,CIN,96.7,105.8,26,405,777217,54f3793a-5151-3b5d-b5b7-913aea13cd35,https://baseballsavant.mlb.com/sporty-videos?playId=54f3793a-5151-3b5d-b5b7-913aea13cd35,30
10,"Soderstrom, Tyler",ATH,Home Run,7/6/2025,SF,81.5,105.3,39,389,777210,5e81e1f9-7501-3832-b1ab-0a43c6cdaf0b,https://baseballsavant.mlb.com/sporty-videos?playId=5e81e1f9-7501-3832-b1ab-0a43c6cdaf0b,30
11,"Diaz, Yainer",HOU,Home Run,7/6/2025,LAD,89.1,104.9,30,415,777206,28a26729-ab2b-3c22-a0f4-82206efd6e48,https://baseballsavant.mlb.com/sporty-videos?playId=28a26729-ab2b-3c22-a0f4-82206efd6e48,29
12,"Buxton, Byron",MIN,Home Run,7/6/2025,TB,86.4,104,29,414,777220,470f8996-c7e7-353c-82fc-ff44c43ce22e,https://baseballsavant.mlb.com/sporty-videos?playId=470f8996-c7e7-353c-82fc-ff44c43ce22e,30
13,"Bader, Harrison",MIN,Home Run,7/6/2025,TB,88.3,103.9,32,402,777220,280eaedb-387c-3037-ad02-fa6e6e019cc0,https://baseballsavant.mlb.com/sporty-videos?playId=280eaedb-387c-3037-ad02-fa6e6e019cc0,30
14,"Toglia, Michael",COL,Home Run,7/6/2025,CWS,96.2,103.9,23,429,777215,bc3d1f6d-c901-353a-96e8-100326eae062,https://baseballsavant.mlb.com/sporty-videos?playId=bc3d1f6d-c901-353a-96e8-100326eae062,29
15,"Trout, Mike",LAA,Home Run,7/6/2025,TOR,95.6,103.6,38,365,777214,e19a1918-cb3a-3d00-ac87-f73ab92935cf,https://baseballsavant.mlb.com/sporty-videos?playId=e19a1918-cb3a-3d00-ac87-f73ab92935cf,20
16,"Murphy, Sean",ATL,Home Run,7/6/2025,BAL,88,103.6,29,411,777222,57a9cf52-6a2e-3f5d-ac20-692e69f2148d,https://baseballsavant.mlb.com/sporty-videos?playId=57a9cf52-6a2e-3f5d-ac20-692e69f2148d,19
17,"Wells, Austin",NYY,Home Run,7/6/2025,NYM,96.7,103.1,35,396,777216,00e28ba5-e300-3f38-8809-ea68d37d076c,https://baseballsavant.mlb.com/sporty-videos?playId=00e28ba5-e300-3f38-8809-ea68d37d076c,30
18,"Walker, Christian",HOU,Home Run,7/6/2025,LAD,96.1,103,29,379,777206,bc103f7f-1cdf-3e8a-ae78-883b3c2c6a84,https://baseballsavant.mlb.com/sporty-videos?playId=bc103f7f-1cdf-3e8a-ae78-883b3c2c6a84,16
19,"Judge, Aaron",NYY,Home Run,7/6/2025,NYM,83.4,102.6,26,388,777216,30a6bbfe-31c0-34f3-b3ba-d5fe49f178c6,https://baseballsavant.mlb.com/sporty-videos?playId=30a6bbfe-31c0-34f3-b3ba-d5fe49f178c6,4
20,"Adames, Willy",SF,Home Run,7/6/2025,ATH,79.2,102.4,30,432,777210,a3d6efab-de35-3b14-8b26-498905a1bbb5,https://baseballsavant.mlb.com/sporty-videos?playId=a3d6efab-de35-3b14-8b26-498905a1bbb5,30
21,"Walls, Taylor",TB,Home Run,7/6/2025,MIN,89.4,100.8,36,368,777220,010d70b4-9947-3289-9eed-d54d47e493c3,https://baseballsavant.mlb.com/sporty-videos?playId=010d70b4-9947-3289-9eed-d54d47e493c3,28
22,"Moniak, Mickey",COL,Home Run,7/6/2025,CWS,80.2,100.7,25,421,777215,fade0939-7dfa-34d1-b0de-ba4ba0d04151,https://baseballsavant.mlb.com/sporty-videos?playId=fade0939-7dfa-34d1-b0de-ba4ba0d04151,30
23,"Hays, Austin",CIN,Home Run,7/6/2025,PHI,96.9,100.3,31,377,777217,84335c42-3704-37c7-b796-c498d013ef5f,https://baseballsavant.mlb.com/sporty-videos?playId=84335c42-3704-37c7-b796-c498d013ef5f,14
24,"HernÃƒÆ’Ã†â€™Ãƒâ€šÃ‚Â¡ndez, Heriberto",MIA,Home Run,7/6/2025,MIL,82.7,100.2,33,375,777224,f8ac59f5-42b3-3f81-994e-62ae65caa9bc,https://baseballsavant.mlb.com/sporty-videos?playId=f8ac59f5-42b3-3f81-994e-62ae65caa9bc,30
25,"Greene, Riley",DET,Home Run,7/6/2025,CLE,98,98.9,35,386,777226,70c6b1b7-cb27-3546-9fe2-6ee7ae722887,https://baseballsavant.mlb.com/sporty-videos?playId=70c6b1b7-cb27-3546-9fe2-6ee7ae722887,30
26,"Altuve, Jose",HOU,Home Run,7/6/2025,LAD,95.3,98.2,31,373,777206,857d2080-71ea-3b70-b1f5-e7817fc9f88a,https://baseballsavant.mlb.com/sporty-videos?playId=857d2080-71ea-3b70-b1f5-e7817fc9f88a,27
27,"Holliday, Jackson",BAL,Home Run,7/6/2025,ATL,84.7,98.1,36,375,777222,358be5fc-a779-3fea-891a-1a15257627cb,https://baseballsavant.mlb.com/sporty-videos?playId=358be5fc-a779-3fea-891a-1a15257627cb,21
28,"Sweeney, Trey",DET,Home Run,7/6/2025,CLE,97.8,98,26,370,777226,f221faf9-d0f9-38cb-ace7-3405985b5645,https://baseballsavant.mlb.com/sporty-videos?playId=f221faf9-d0f9-38cb-ace7-3405985b5645,26
29,"Fitzgerald, Tyler",SF,Home Run,7/6/2025,ATH,82.6,97.5,28,372,777210,108b3513-7b2e-3720-b689-c944ef1e2dee,https://baseballsavant.mlb.com/sporty-videos?playId=108b3513-7b2e-3720-b689-c944ef1e2dee,13
1,"Gonzalez, Romy",BOS,Home Run,7/7/2025,COL,80.3,111.1,26,454,777209,714b922b-1048-357a-990b-2e2b2cd47609,https://baseballsavant.mlb.com/sporty-videos?playId=714b922b-1048-357a-990b-2e2b2cd47609,30
2,"Seager, Corey",TEX,Home Run,7/7/2025,LAA,90.1,110.1,29,430,777200,8334005b-98a4-3eb0-8ed7-639de0ac740e,https://baseballsavant.mlb.com/sporty-videos?playId=8334005b-98a4-3eb0-8ed7-639de0ac740e,30
3,"Perez, Salvador",KC,Home Run,7/7/2025,PIT,90.5,109.8,36,411,777204,2708d058-33fd-38ae-8f21-4f21253ce36f,https://baseballsavant.mlb.com/sporty-videos?playId=2708d058-33fd-38ae-8f21-4f21253ce36f,30
4,"RamÃƒÆ’Ã†â€™Ãƒâ€šÃ‚Â­rez, AgustÃƒÆ’Ã†â€™Ãƒâ€šÃ‚Â­n",MIA,Home Run,7/7/2025,CIN,78.4,108.7,31,420,777208,bbea3741-b944-3e79-a145-f6643f76c1fa,https://baseballsavant.mlb.com/sporty-videos?playId=bbea3741-b944-3e79-a145-f6643f76c1fa,30
5,"Barger, Addison",TOR,Home Run,7/7/2025,CWS,83.6,107.6,24,414,777212,2d811ede-bd39-3c6f-984d-6ad6988241b3,https://baseballsavant.mlb.com/sporty-videos?playId=2d811ede-bd39-3c6f-984d-6ad6988241b3,30
6,"Naylor, Josh",AZ,Home Run,7/7/2025,SD,93.6,106.9,25,413,777203,030b8a57-41cc-3d61-874d-d010ed2e6bc4,https://baseballsavant.mlb.com/sporty-videos?playId=030b8a57-41cc-3d61-874d-d010ed2e6bc4,23
7,"Keith, Colt",DET,Home Run,7/7/2025,TB,95.2,106.9,39,390,777211,73aba674-0a9e-3ec3-a9b3-c765c3ee04d6,https://baseballsavant.mlb.com/sporty-videos?playId=73aba674-0a9e-3ec3-a9b3-c765c3ee04d6,30
8,"Loperfido, Joey",TOR,Home Run,7/7/2025,CWS,93.1,106.8,33,393,777212,85c712ff-4389-38ea-9d02-cedd48bc34c9,https://baseballsavant.mlb.com/sporty-videos?playId=85c712ff-4389-38ea-9d02-cedd48bc34c9,28
9,"Anthony, Roman",BOS,Home Run,7/7/2025,COL,90.7,106.4,30,418,777209,992ad627-8d53-300e-9dec-36f4c8e9cf30,https://baseballsavant.mlb.com/sporty-videos?playId=992ad627-8d53-300e-9dec-36f4c8e9cf30,27
10,"Pham, Tommy",PIT,Home Run,7/7/2025,KC,85.7,105.9,26,428,777204,3656e032-79d9-3dad-bdca-8c5633d273ab,https://baseballsavant.mlb.com/sporty-videos?playId=3656e032-79d9-3dad-bdca-8c5633d273ab,30
11,"Paredes, Isaac",HOU,Home Run,7/7/2025,CLE,95,105,35,373,777202,16185bbe-4dcb-32d4-a65e-9ab5bf7ef892,https://baseballsavant.mlb.com/sporty-videos?playId=16185bbe-4dcb-32d4-a65e-9ab5bf7ef892,11
12,"Loftin, Nick",KC,Home Run,7/7/2025,PIT,94.7,104.9,24,409,777204,85c78e7f-5c3a-3f7e-8544-0c3a1ad86a5d,https://baseballsavant.mlb.com/sporty-videos?playId=85c78e7f-5c3a-3f7e-8544-0c3a1ad86a5d,30
13,"Witt Jr., Bobby",KC,Home Run,7/7/2025,PIT,95.9,104.8,25,404,777204,f4b39e1e-c3e0-3685-91cf-94ebcb826e26,https://baseballsavant.mlb.com/sporty-videos?playId=f4b39e1e-c3e0-3685-91cf-94ebcb826e26,29
14,"RamÃƒÆ’Ã†â€™Ãƒâ€šÃ‚Â­rez, JosÃƒÆ’Ã†â€™Ãƒâ€šÃ‚Â©",CLE,Home Run,7/7/2025,HOU,80.6,104.7,25,380,777202,446c8741-88f3-3496-b099-dbf16217b308,https://baseballsavant.mlb.com/sporty-videos?playId=446c8741-88f3-3496-b099-dbf16217b308,30
15,"Lukes, Nathan",TOR,Home Run,7/7/2025,CWS,84.3,104,31,397,777212,8ed12de7-1bdb-306b-b694-da1123a72e25,https://baseballsavant.mlb.com/sporty-videos?playId=8ed12de7-1bdb-306b-b694-da1123a72e25,30
